wafer_id,n_rows,BCl3 Flow_mean,BCl3 Flow_std,Cl2 Flow_mean,Cl2 Flow_std,RF Btm Pwr_mean,RF Btm Pwr_std,RF Btm Rfl Pwr_mean,RF Btm Rfl Pwr_std,Endpt A_mean,Endpt A_std,He Press_mean,He Press_std,Pressure_mean,Pressure_std,RF Tuner_mean,RF Tuner_std,RF Load_mean,RF Load_std,RF Phase Err_mean,RF Phase Err_std,RF Pwr_mean,RF Pwr_std,RF Impedance_mean,RF Impedance_std,TCP Tuner_mean,TCP Tuner_std,TCP Phase Err_mean,TCP Phase Err_std,TCP Impedance_mean,TCP Impedance_std,TCP Top Pwr_mean,TCP Top Pwr_std,TCP Rfl Pwr_mean,TCP Rfl Pwr_std,TCP Load_mean,TCP Load_std,Vat Valve_mean,Vat Valve_std,result
l2901.txm,53,751.5283018867924,0.54078908105537,753.188679245283,0.708644528811734,133.67924528301887,2.0264936078175597,0.018867924528301886,0.13736056394868898,1431.0943396226414,336.9364391184271,100.67924528301887,0.7538002414856745,1188.9622641509434,13.250489489000492,9419.22641509434,30.686780860714972,9065.981132075472,31.85754986355873,-809.7547169811321,744.8234149437543,24.11320754716981,0.9127384274067928,16490.67924528302,195.80168279163183,19496.33962264151,243.13204258308747,25.79245283018868,467.4065664958969,16610.377358490565,302.85235209555765,349.9811320754717,4.749455701760988,0.18867924528301888,0.3949977494378391,27817.509433962263,180.7969135459721,48.9811320754717,0.3664048852197759,Pass
l2902.txm,51,751.6862745098039,0.46862334890318125,753.1176470588235,0.6525966234521615,133.15686274509804,1.7131555565051013,0.0196078431372549,0.14002800840280094,1465.8823529411766,353.9635940070009,100.50980392156863,0.7034926870865902,1188.8823529411766,13.336636845657235,9428.176470588236,29.46910645564446,9057.313725490196,34.3700393925172,-954.7647058823529,797.3949482718158,23.313725490196077,0.9897514047159776,16586.92156862745,215.8542881795273,19491.92156862745,247.48816885962577,-11.27450980392157,446.3024122019226,16554.470588235294,282.45285291114885,348.47058823529414,4.900420150054357,0.21568627450980393,0.41539020162714857,27839.647058823528,160.0978230369667,48.98039215686274,0.3156071024822726,Pass
l2903.txm,50,751.46,0.5034574339058532,753.32,0.8191583535332241,133.36,1.9975495191941173,0.0,0.0,1508.94,355.74649366522505,100.66,0.9606545387688256,1188.2,13.687473790861096,9431.84,30.925427091898282,9054.34,38.22522406869652,-1078.42,893.0631554329384,23.24,0.770899289327544,16567.98,236.6589287802781,19463.36,241.71983782884095,-14.76,331.43205416889333,16553.92,319.4426166091844,348.54,4.743244390387108,0.28,0.4535573676110727,27852.8,175.46858547841515,49.0,0.28571428571428514,Pass
l2904.txm,49,751.5918367346939,0.4965869908241461,753.0612244897959,0.7748161950129984,133.12244897959184,1.7985254731448839,0.0,0.0,1509.1020408163265,375.4491335330904,100.53061224489795,0.7101068234288915,1188.8163265306123,14.611173620138244,9428.224489795919,29.629141979169475,9056.367346938776,31.30075470173142,-1078.061224489796,805.3909353062459,23.367346938775512,0.8586296628693788,16542.0,179.70995149592068,19464.65306122449,253.0264767947882,-90.12244897959184,416.92588433342786,16593.428571428572,281.4178388091284,349.46938775510205,4.083003596293655,0.24489795918367346,0.4344830378784442,27823.51020408163,160.883773064204,49.02040816326531,0.3220892680587776,Pass
l2905.txm,50,751.6,0.5345224838247885,753.2,0.6998542122237615,133.24,1.2707060547392646,0.0,0.0,1515.98,384.39570863411905,100.4,0.7284313590846836,1189.38,15.909039915105083,9435.92,30.38718849268209,9051.08,36.75447494620744,-912.2,879.3782590267851,23.4,0.8806305718527093,16579.8,221.3858945048541,19470.0,251.20152085851817,25.76,438.61905558054286,16613.12,259.6748862146902,348.84,5.736955033920391,0.16,0.3703280399090206,27826.72,173.37361332082332,49.04,0.34758643030275466,Pass
l2906.txm,50,751.5,0.5439837932759881,753.3,0.7889543583705159,133.28,2.040808163248978,0.0,0.0,1526.64,387.40301011336754,100.52,0.7351245903010654,1190.34,15.483513285862134,9434.24,25.61294315659261,9046.4,33.830912081185154,-798.36,742.5268430521965,23.72,0.9484681527255903,16543.96,230.79427715467062,19468.92,252.0065467241598,10.44,442.03034155716387,16483.72,277.28067560005763,349.86,5.50698999231978,0.26,0.443087497693452,27812.2,155.4481342730748,49.06,0.31363569143000003,Pass
l2907.txm,50,751.52,0.5046720495044487,753.22,0.7637180802641992,133.1,1.4321384039830984,0.0,0.0,1537.06,389.04327496554725,100.76,0.8703740692415883,1189.66,16.270180561696424,9434.64,35.62718521762029,9050.42,35.25538893530466,-825.56,832.0645373321196,23.8,0.9689042833036087,16599.6,244.3247253729591,19457.76,277.72593743928684,-43.38,386.82580005971255,16537.6,314.88203168417033,349.8,5.5951874364474605,0.32,0.4712120714991613,27832.4,152.18409903797388,49.0,0.2857142857142855,Pass
l2908.txm,50,751.56,0.5014265364223537,753.2,1.01015254455221,133.16,1.9415962294893705,0.02,0.1414213562373095,1548.46,389.49811820037405,100.64,0.7494215456345118,1189.1,15.723698479605552,9448.46,29.44119701426312,9051.52,28.221601221585463,-822.02,808.718474514097,23.56,0.8609439527611062,16639.12,201.71637392686748,19466.4,279.8331864609672,-2.0,436.5397333296366,16453.28,306.61436525314974,349.22,4.404496774517462,0.2,0.4040610178208843,27802.64,168.38509798818228,49.0,0.2857142857142855,Pass
l2909.txm,49,751.5714285714286,0.49999999999996175,753.1836734693877,0.7819172320796802,133.18367346938774,1.6792045411909948,0.0,0.0,1554.7755102040817,383.81431411698077,100.46938775510205,0.7932538689979853,1188.530612244898,16.192979498350923,9436.714285714286,27.057038517423603,9052.448979591836,29.354202726135618,-945.4489795918367,890.5758918911331,24.142857142857142,1.0606601717798207,16560.755102040817,197.43348358922458,19454.0,281.9012829579435,-10.10204081632653,357.9027012155887,16468.85714285714,246.01727581615293,348.9387755102041,5.308829764589139,0.3469387755102041,0.4809288065886704,27835.428571428572,161.44142384572058,49.02040816326531,0.3220892680587776,Pass
l2910.txm,49,751.6122448979592,0.4922874554317478,753.2857142857143,0.6770032003863311,133.6326530612245,1.7040867245025553,0.0,0.0,1554.2857142857142,396.38596510640156,100.57142857142857,0.7905694150420941,1190.3469387755101,16.768709725269275,9443.795918367347,26.158952890483466,9054.040816326531,29.624707582011958,-964.7551020408164,791.6427679887208,24.285714285714285,0.7359800721939872,16457.551020408162,253.52120730033704,19453.877551020407,295.69280460281396,74.24489795918367,450.3581690634432,16553.632653061224,275.8470812694925,349.83673469387753,4.170066640032606,0.24489795918367346,0.4344830378784443,27792.530612244896,132.3277342498544,49.02040816326531,0.32208926805877786,Pass
